Product_Row_ID,Customer_Row_ID,Date,Category,Sales,City,State,Customer_Name,Product_ID,Sub_Category,Order_ID
97,97,09-11-2018,Furniture,96.53,New York City,New York,Parhena Norris,FUR-FU-10000629,Furnishings,CA-2018-161018
98,98,17-06-2018,Office Supplies,51.312,San Francisco,California,Katherine Ducich,OFF-BI-10001721,Binders,CA-2018-157833
99,99,06-09-2017,Office Supplies,77.88,Saint Paul,Minnesota,Elpida Rittenbach,OFF-AP-10000358,Appliances,CA-2017-149223
100,100,29-08-2017,Office Supplies,64.624,Chicago,Illinois,Rick Bensley,OFF-PA-10003256,Paper,CA-2017-158568
103,103,01-12-2017,Office Supplies,23.92,Rochester,Minnesota,Gary Zandusky,OFF-PA-10004040,Paper,CA-2017-129903
104,104,13-11-2016,Technology,238.896,Aurora,Colorado,Lena Cacioppo,TEC-AC-10001552,Accessories,US-2016-156867
107,107,23-11-2018,Technology,74.112,Charlotte,North Carolina,Janet Martin,TEC-AC-10003499,Accessories,CA-2018-119004
110,110,15-10-2016,Technology,339.96,Orland Park,Illinois,Pete Armstrong,TEC-AC-10000844,Accessories,CA-2016-129476
111,111,25-12-2018,Furniture,41.96,New York City,New York,Cynthia Voltz,FUR-FU-10001934,Furnishings,CA-2018-146780
112,112,03-11-2017,Office Supplies,75.96,Urbandale,Iowa,Clay Ludtke,OFF-AR-10000380,Art,CA-2017-128867
114,114,25-08-2015,Office Supplies,40.096,Columbus,Ohio,Ryan Crowe,OFF-FA-10000621,Fasteners,CA-2015-115259
118,118,02-03-2016,Furniture,787.53,Seattle,Washington,Dave Kipp,FUR-TA-10001768,Tables,CA-2016-110457
119,119,05-04-2016,Office Supplies,157.794,Bristol,Tennessee,Greg Guthrie,OFF-BI-10003650,Binders,US-2016-136476
120,120,12-06-2017,Furniture,47.04,Wilmington,Delaware,Steven Cartwright,FUR-FU-10002157,Furnishings,CA-2017-103730
125,125,26-12-2015,Furniture,600.558,Houston,Texas,Alan Dominguez,FUR-CH-10004063,Chairs,US-2015-152030
126,126,20-09-2015,Furniture,617.7,Bloomington,Illinois,Philip Fox,FUR-TA-10004534,Tables,US-2015-134614
127,127,05-11-2018,Office Supplies,2.388,Phoenix,Arizona,Troy Staebel,OFF-BI-10003274,Binders,US-2018-107272
129,129,06-11-2017,Furniture,81.424,Los Angeles,California,Lindsay Shagiari,FUR-CH-10001146,Chairs,US-2017-125969
131,131,02-02-2018,Technology,59.97,Columbus,Ohio,Dorothy Wardle,TEC-PH-10002293,Phones,US-2018-164147
134,134,13-10-2017,Office Supplies,20.04,Roseville,California,Lena Creighton,OFF-PA-10001804,Paper,CA-2017-145583
141,141,05-09-2017,Furniture,82.8,Philadelphia,Pennsylvania,Jonathan Doherty,FUR-FU-10004848,Furnishings,CA-2017-110366
142,142,18-09-2018,Office Supplies,8.82,San Francisco,California,Sally Hughsby,OFF-AR-10000940,Art,CA-2018-106180
145,145,22-12-2018,Office Supplies,839.43,Independence,Missouri,Sandra Glassco,OFF-AP-10001058,Appliances,CA-2018-155376
146,146,07-09-2016,Office Supplies,671.93,Pasadena,California,Helen Andreada,OFF-ST-10003656,Storage,CA-2016-110744
147,147,22-10-2015,Furniture,93.888,Newark,Ohio,Maureen Gastineau,FUR-FU-10000521,Furnishings,CA-2015-110072
148,148,05-12-2017,Technology,384.45,Franklin,Wisconsin,Justin Ellison,TEC-PH-10000215,Phones,CA-2017-114489
152,152,13-03-2017,Office Supplies,157.92,Scottsdale,Arizona,Tamara Willingham,OFF-AP-10000326,Appliances,CA-2017-158834
154,154,31-05-2016,Office Supplies,58.38,San Jose,California,Stephanie Phelps,OFF-PA-10001950,Paper,CA-2016-124919
157,157,28-05-2016,Office Supplies,6.63,Seattle,Washington,Neil Knudson,OFF-AR-10001547,Art,CA-2016-118948
158,158,01-03-2015,Furniture,457.568,Seattle,Washington,Dave Brooks,FUR-CH-10004063,Chairs,CA-2015-104269
159,159,20-11-2017,Office Supplies,14.62,Edmond,Oklahoma,Nora Paige,OFF-LA-10002475,Labels,CA-2017-114104
161,161,11-05-2017,Office Supplies,5.98,Los Angeles,California,Ted Trevino,OFF-PA-10002751,Paper,CA-2017-162733
162,162,28-12-2016,Technology,54.384,Philadelphia,Pennsylvania,Eric Murdock,TEC-AC-10003657,Accessories,CA-2016-119697
163,163,16-11-2017,Office Supplies,28.4,Carlsbad,New Mexico,Ruben Dartt,OFF-EN-10001990,Envelopes,CA-2017-154508
164,164,07-11-2017,Office Supplies,27.68,Seattle,Washington,Max Jones,OFF-BI-10004002,Binders,CA-2017-113817
165,165,08-09-2015,Office Supplies,9.936,San Antonio,Texas,Becky Martin,OFF-AR-10004441,Art,CA-2015-139892
172,172,05-08-2015,Office Supplies,20.94,Los Angeles,California,Chad Sievert,OFF-PA-10000659,Paper,CA-2015-118962
175,175,14-09-2015,Office Supplies,52.448,Chicago,Illinois,Jennifer Braxton,OFF-AP-10000891,Appliances,US-2015-100853
177,177,21-04-2018,Office Supplies,97.264,Houston,Texas,Shirley Jackson,OFF-AP-10002684,Appliances,US-2018-152366
178,178,21-11-2016,Furniture,396.802,Newark,Ohio,Joel Eaton,FUR-CH-10004698,Chairs,US-2016-101511
180,180,15-12-2016,Office Supplies,3.28,New York City,New York,Jim Kriz,OFF-AR-10001940,Art,CA-2016-137225
181,181,05-12-2015,Office Supplies,24.816,Decatur,Illinois,David Kendrick,OFF-ST-10003455,Storage,CA-2015-166191
183,183,19-11-2015,Technology,503.96,Monroe,Louisiana,Robert Marley,TEC-PH-10003273,Phones,CA-2015-158274
186,186,28-11-2017,Office Supplies,7.16,Fairfield,Connecticut,Sally Knutson,OFF-BI-10001890,Binders,CA-2017-105018
187,187,26-08-2015,Technology,176.8,Los Angeles,California,Frank Merwin,TEC-AC-10002323,Accessories,CA-2015-123260
188,188,16-07-2017,Office Supplies,37.224,Grand Prairie,Texas,Alice McCarthy,OFF-ST-10001328,Storage,CA-2017-157000
190,190,12-10-2016,Furniture,899.136,New York City,New York,Mark Packer,FUR-BO-10002613,Bookcases,CA-2016-102281
195,195,31-10-2016,Office Supplies,14.28,Redlands,California,Mary Zewe,OFF-EN-10001509,Envelopes,CA-2016-131457
196,196,21-03-2015,Office Supplies,7.408,Hamilton,Ohio,Cassandra Brandow,OFF-AR-10004685,Art,CA-2015-140004
198,198,06-11-2018,Office Supplies,46.26,Westfield,New Jersey,Valerie Mitchum,OFF-ST-10001414,Storage,CA-2018-107720
199,199,06-07-2018,Office Supplies,2.946,Philadelphia,Pennsylvania,Fred Hopkins,OFF-BI-10000343,Binders,US-2018-124303
201,201,24-06-2018,Office Supplies,21.744,Akron,Ohio,Maria Bertelson,OFF-PA-10002666,Paper,CA-2018-105074
202,202,03-08-2015,Furniture,218.75,Denver,Colorado,Bruce Stewart,FUR-TA-10004289,Tables,CA-2015-133690
204,204,17-12-2018,Office Supplies,66.284,Dallas,Texas,Logan Currie,OFF-AP-10003217,Appliances,US-2018-116701
205,205,03-06-2018,Furniture,35.168,Franklin,Tennessee,Heather Kirkland,FUR-FU-10002960,Furnishings,CA-2018-126382
206,206,09-12-2018,Technology,444.768,Whittier,California,Laurel Elliston,TEC-PH-10001918,Phones,CA-2018-108329
207,207,01-12-2018,Office Supplies,83.92,Saginaw,Michigan,Joseph Holt,OFF-ST-10000642,Storage,CA-2018-135860
212,212,09-02-2016,Technology,20.8,Dallas,Texas,Michael Stewart,TEC-AC-10001266,Accessories,CA-2016-101007
213,213,02-01-2016,Office Supplies,23.68,Medina,Ohio,Victoria Wilson,OFF-LA-10004544,Labels,CA-2016-146262
218,218,28-10-2017,Office Supplies,93.06,Los Angeles,California,Jonathan Howell,OFF-ST-10001328,Storage,CA-2017-130162
220,220,24-12-2016,Office Supplies,5.584,Dublin,Ohio,Joni Blumstein,OFF-FA-10000585,Fasteners,CA-2016-169397
226,226,09-08-2016,Office Supplies,2.2,Detroit,Michigan,David Smith,OFF-AR-10001026,Art,CA-2016-163055
229,229,28-02-2016,Furniture,161.568,Columbia,Tennessee,Valerie Dominguez,FUR-CH-10004860,Chairs,US-2016-145436
231,231,13-09-2015,Office Supplies,18.648,Charlotte,North Carolina,Erin Ashbrook,OFF-BI-10001679,Binders,US-2015-156216
232,232,07-04-2018,Furniture,233.86,Tampa,Florida,Christopher Schild,FUR-TA-10001705,Tables,US-2018-100930
237,237,12-11-2018,Office Supplies,10.56,Santa Clara,California,David Bremer,OFF-PA-10002479,Paper,CA-2018-160514
238,238,04-06-2017,Office Supplies,25.92,Chicago,Illinois,Ken Lonsdale,OFF-PA-10003349,Paper,CA-2017-157749
245,245,01-06-2015,Furniture,2001.86,Lakeville,Minnesota,Dianna Wilson,FUR-CH-10004063,Chairs,CA-2015-131926
250,250,10-12-2017,Furniture,321.568,San Francisco,California,Logan Haushalter,FUR-CH-10002965,Chairs,CA-2017-154739
251,251,11-09-2017,Office Supplies,7.61,San Diego,California,Kelly Collister,OFF-PA-10004569,Paper,CA-2017-145625
253,253,10-12-2017,Office Supplies,80.58,New York City,New York,Delfina Latchford,OFF-ST-10001228,Storage,CA-2017-146941
255,255,28-11-2016,Furniture,12.132,Chicago,Illinois,Dan Reichenbach,FUR-FU-10002505,Furnishings,US-2016-159982
259,259,01-12-2018,Technology,20.37,New York City,New York,Craig Carreira,TEC-AC-10000290,Accessories,CA-2018-163139
262,262,08-06-2018,Office Supplies,1.624,Pasadena,Texas,Dorris liebe,OFF-AP-10002203,Appliances,US-2018-155299
263,263,19-09-2015,Technology,3059.982,Houston,Texas,Sean Braxton,TEC-MA-10000822,Machines,US-2015-106992
265,265,06-06-2017,Technology,328.224,Chicago,Illinois,Roy Collins,TEC-PH-10001433,Phones,CA-2017-125318
266,266,10-11-2016,Technology,79.9,Brentwood,California,Alan Hwang,TEC-AC-10004469,Accessories,CA-2016-155040
267,267,16-06-2018,Office Supplies,14.016,Chapel Hill,North Carolina,Claudia Bergmann,OFF-AR-10003602,Art,CA-2018-136826
268,268,22-01-2017,Office Supplies,7.56,Morristown,New Jersey,Paul Gonzalez,OFF-FA-10003472,Fasteners,CA-2017-111010
269,269,09-12-2018,Office Supplies,37.208,Cincinnati,Ohio,Christine Abelman,OFF-ST-10004180,Storage,US-2018-145366
271,271,28-12-2018,Office Supplies,725.84,San Francisco,California,Kristen Hastings,OFF-ST-10003208,Storage,CA-2018-163979
272,272,30-07-2016,Technology,209.93,San Francisco,California,Helen Andreada,TEC-AC-10003628,Accessories,CA-2016-155334
275,275,16-09-2018,Office Supplies,8.82,Inglewood,California,Barry Blumstein,OFF-PA-10002615,Paper,CA-2018-118136
277,277,13-10-2018,Office Supplies,11.648,Philadelphia,Pennsylvania,Andrew Gjertsen,OFF-PA-10000673,Paper,CA-2018-132976
281,281,26-09-2016,Office Supplies,2.08,Houston,Texas,Steven Cartwright,OFF-BI-10004967,Binders,US-2016-161991
283,283,02-11-2016,Furniture,1038.84,Los Angeles,California,Jas O'Carroll,FUR-TA-10002903,Tables,CA-2016-130890
284,284,26-09-2016,Office Supplies,141.76,Portland,Oregon,Tracy Blumstein,OFF-PA-10000474,Paper,CA-2016-130883
287,287,18-12-2017,Office Supplies,254.058,Tamarac,Florida,Alan Haines,OFF-BI-10000778,Binders,CA-2017-112697
290,290,20-11-2017,Office Supplies,19.096,Columbus,Ohio,Nick Zandusky,OFF-FA-10002983,Fasteners,CA-2017-110772
294,294,26-12-2015,Furniture,300.416,Colorado Springs,Colorado,Kelly Lampkin,FUR-FU-10004091,Furnishings,CA-2015-111451
299,299,28-10-2017,Office Supplies,32.4,Belleville,New Jersey,Jonathan Doherty,OFF-PA-10002105,Paper,CA-2017-142545
304,304,19-11-2018,Furniture,219.075,Chicago,Illinois,Jonathan Howell,FUR-TA-10002533,Tables,US-2018-152380
305,305,04-05-2016,Furniture,26.8,New York City,New York,Alan Schoenberger,FUR-FU-10002671,Furnishings,CA-2016-144253
306,306,30-12-2015,Office Supplies,9.84,Taylor,Michigan,Ken Brennan,OFF-AR-10003651,Art,CA-2015-130960
307,307,01-06-2015,Office Supplies,45.48,Lakewood,New Jersey,Corey Roper,OFF-BI-10001072,Binders,CA-2015-111003
309,309,15-04-2018,Office Supplies,4.89,Arlington,Virginia,Shahid Hopkins,OFF-AR-10002804,Art,CA-2018-126774
310,310,12-09-2017,Furniture,15.136,Arvada,Colorado,Ben Peterman,FUR-FU-10001918,Furnishings,CA-2017-142902
314,314,27-09-2015,Furniture,87.54,Hackensack,New Jersey,Thomas Seio,FUR-FU-10001588,Furnishings,CA-2015-120887
315,315,09-08-2015,Technology,178.384,Saint Petersburg,Florida,Andy Gerbode,TEC-PH-10002398,Phones,CA-2015-167850
317,317,28-12-2015,Office Supplies,99.136,Philadelphia,Pennsylvania,Sung Pak,OFF-AR-10003373,Art,CA-2015-164259
318,318,04-11-2015,Furniture,135.882,New York City,New York,Nathan Mautz,FUR-CH-10002602,Chairs,CA-2015-164973
323,323,19-09-2015,Office Supplies,7.16,Long Beach,California,Frank Atkinson,OFF-FA-10000624,Fasteners,CA-2015-156601
324,324,23-04-2017,Office Supplies,251.52,Hesperia,California,Grace Kelly,OFF-BI-10004593,Binders,CA-2017-162138
326,326,03-11-2018,Furniture,15.992,Murfreesboro,Tennessee,Don Jones,FUR-FU-10001967,Furnishings,CA-2018-153339
327,327,30-08-2017,Technology,290.898,Philadelphia,Pennsylvania,Patrick O'Brill,TEC-PH-10003645,Phones,US-2017-141544
332,332,25-04-2017,Technology,82.8,Philadelphia,Pennsylvania,John Lucas,TEC-PH-10004614,Phones,US-2017-150147
335,335,01-09-2016,Office Supplies,4.752,Los Angeles,California,Doug Bickford,OFF-BI-10001922,Binders,CA-2016-137946
338,338,12-07-2015,Office Supplies,7.712,San Francisco,California,Alyssa Crouse,OFF-BI-10003314,Binders,CA-2015-129924
340,340,22-06-2016,Office Supplies,4.96,Layton,Utah,Ken Lonsdale,OFF-FA-10000490,Fasteners,CA-2016-128167
341,341,13-04-2015,Office Supplies,17.856,Philadelphia,Pennsylvania,Jonathan Doherty,OFF-AR-10000122,Art,CA-2015-122336
345,345,20-12-2016,Office Supplies,88.8,Austin,Texas,Chad Sievert,OFF-ST-10000107,Storage,US-2016-120712
346,346,15-06-2018,Technology,47.976,San Francisco,California,Clay Cheatham,TEC-PH-10002293,Phones,CA-2018-169901
347,347,08-07-2018,Office Supplies,7.56,Lowell,Massachusetts,Tamara Dahlen,OFF-AR-10004027,Art,CA-2018-134306
350,350,01-09-2017,Technology,6.79,New York City,New York,Adam Bellavance,TEC-AC-10000290,Accessories,CA-2017-129714
355,355,08-04-2017,Furniture,388.704,New York City,New York,Jeremy Lonsdale,FUR-BO-10002268,Bookcases,CA-2017-138520
359,359,23-04-2017,Office Supplies,36.24,Charlotte,North Carolina,Heather Kirkland,OFF-PA-10002666,Paper,CA-2017-130001
360,360,08-03-2018,Office Supplies,647.84,Columbus,Georgia,Victoria Brennan,OFF-AP-10001124,Appliances,CA-2018-155698
362,362,25-09-2018,Office Supplies,20.7,New York City,New York,Katrina Willman,OFF-LA-10001158,Labels,CA-2018-144904
366,366,24-09-2015,Office Supplies,211.96,San Francisco,California,Julia Dunbar,OFF-ST-10001713,Storage,CA-2015-123344
367,367,21-10-2017,Office Supplies,23.2,Manchester,Connecticut,Michael Kennedy,OFF-BI-10002412,Binders,CA-2017-155516
371,371,29-05-2018,Office Supplies,25.92,Harlingen,Texas,Guy Thornton,OFF-PA-10002036,Paper,CA-2018-104745
373,373,23-07-2015,Office Supplies,8.16,Tucson,Arizona,Arthur Gainer,OFF-BI-10001982,Binders,US-2015-119137
377,377,28-09-2017,Office Supplies,99.136,Quincy,Illinois,Muhammed MacIntyre,OFF-PA-10003039,Paper,US-2017-134656
378,378,27-08-2018,Furniture,1488.424,Franklin,Massachusetts,Allen Rosenblatt,FUR-TA-10004915,Tables,US-2018-134481
379,379,28-04-2016,Office Supplies,8.652,Houston,Texas,Russell Applegate,OFF-AP-10000696,Appliances,CA-2016-130792
382,382,28-10-2017,Office Supplies,50.96,San Francisco,California,Alejandro Savely,OFF-PA-10004734,Paper,CA-2017-134775
384,384,26-06-2016,Technology,41.9,Taylor,Michigan,Laura Armstrong,TEC-AC-10004708,Accessories,CA-2016-125395
385,385,27-11-2016,Furniture,375.4575,Pembroke Pines,Florida,Denny Ordway,FUR-TA-10000617,Tables,US-2016-168935
387,387,03-12-2016,Technology,482.34,Philadelphia,Pennsylvania,Dean Katz,TEC-MA-10001681,Machines,CA-2016-122756
389,389,24-11-2015,Office Supplies,2.624,Cincinnati,Ohio,Nathan Gelder,OFF-AR-10004757,Art,CA-2015-115973
390,390,11-12-2018,Office Supplies,23.36,New York City,New York,Mike Vittorini,OFF-BI-10000050,Binders,CA-2018-101798
392,392,21-09-2015,Technology,246.384,Des Moines,Washington,Jack Garza,TEC-PH-10003012,Phones,US-2015-135972
394,394,07-06-2015,Office Supplies,12.462,Peoria,Illinois,Bart Pistole,OFF-BI-10003982,Binders,US-2015-134971
395,395,30-06-2018,Office Supplies,75.792,Las Vegas,Nevada,Victor Preis,OFF-BI-10004492,Binders,CA-2018-102946
396,396,17-10-2018,Office Supplies,49.96,Warwick,Rhode Island,Saphhira Shifley,OFF-ST-10000798,Storage,CA-2018-165603
398,398,31-10-2016,Office Supplies,70.12,Jackson,Michigan,Harold Pawlan,OFF-SU-10002573,Supplies,CA-2016-122259
399,399,08-09-2017,Office Supplies,35.952,Houston,Texas,Anna Gayman,OFF-ST-10001580,Storage,CA-2017-108987
403,403,24-12-2015,Office Supplies,9.568,Miami,Florida,Luke Foster,OFF-PA-10001947,Paper,CA-2015-113166
404,404,16-04-2015,Office Supplies,39.072,Wilmington,North Carolina,Stephanie Phelps,OFF-AR-10003478,Art,CA-2015-155208
405,405,24-12-2018,Office Supplies,35.91,New York City,New York,Roy Französisch,OFF-AP-10004249,Appliances,CA-2018-117933
406,406,08-12-2018,Technology,179.95,San Francisco,California,Keith Herrera,TEC-AC-10000158,Accessories,CA-2018-117457
415,415,03-11-2018,Office Supplies,139.86,Seattle,Washington,Kimberly Carter,OFF-PA-10000157,Paper,CA-2018-142636
417,417,24-06-2018,Office Supplies,95.92,Huntington Beach,California,Caroline Jumper,OFF-AR-10004344,Art,CA-2018-122105
418,418,14-04-2017,Furniture,383.8,Los Angeles,California,Philip Brown,FUR-CH-10004886,Chairs,CA-2017-148796
419,419,06-11-2018,Office Supplies,5.78,Richmond,Kentucky,Victoria Brennan,OFF-PA-10003845,Paper,CA-2018-154816
420,420,04-03-2018,Office Supplies,9.32,Los Angeles,California,Sung Pak,OFF-AR-10001573,Art,CA-2018-110478
422,422,22-06-2015,Technology,196.752,Louisville,Colorado,Joel Eaton,TEC-AC-10004114,Accessories,CA-2015-142048
423,423,19-10-2018,Furniture,56.56,Lawrence,Massachusetts,Michael Paige,FUR-FU-10004712,Furnishings,CA-2018-125388
425,425,21-08-2018,Furniture,866.4,Jackson,Mississippi,Natalie Fritzler,FUR-CH-10000015,Chairs,CA-2018-155705
426,426,23-11-2018,Furniture,28.4,Canton,Michigan,Janet Molinari,FUR-FU-10003347,Furnishings,CA-2018-149160
428,428,12-09-2015,Technology,69.99,New Rochelle,New York,Shirley Daniels,TEC-MA-10000029,Machines,CA-2015-101476
429,429,01-10-2018,Office Supplies,6.672,San Antonio,Texas,Ken Heidel,OFF-AR-10000369,Art,CA-2018-152275
430,430,15-04-2017,Office Supplies,189.588,Gastonia,North Carolina,Ross Baird,OFF-BI-10004584,Binders,US-2017-123750
434,434,06-06-2017,Office Supplies,714.3,Lowell,Massachusetts,Dave Brooks,OFF-ST-10003306,Storage,CA-2017-127369
435,435,19-12-2015,Office Supplies,4.812,Jacksonville,Florida,Mike Kennedy,OFF-BI-10000773,Binders,US-2015-150574
437,437,12-06-2017,Technology,1007.979,Chicago,Illinois,Philisse Overcash,TEC-MA-10002937,Machines,CA-2017-147375
439,439,15-09-2018,Office Supplies,31.872,Houston,Texas,Brenda Bowman,OFF-PA-10002230,Paper,CA-2018-130043
440,440,20-01-2018,Furniture,207.846,New York City,New York,Cynthia Voltz,FUR-CH-10003396,Chairs,CA-2018-157252
441,441,05-09-2017,Furniture,12.22,Detroit,Michigan,Pete Kriz,FUR-FU-10000246,Furnishings,CA-2017-115756
447,447,20-03-2018,Furniture,2.91,Columbus,Indiana,Troy Blackwell,FUR-FU-10000206,Furnishings,CA-2018-154214
448,448,01-04-2017,Office Supplies,59.52,Auburn,New York,Raymond Buch,OFF-AR-10000588,Art,CA-2017-166674
454,454,20-10-2018,Furniture,284.364,Akron,Ohio,Ed Braxton,FUR-TA-10001539,Tables,CA-2018-147277
456,456,13-12-2017,Technology,63.88,Norman,Oklahoma,Ken Heidel,TEC-AC-10001772,Accessories,CA-2017-100153
457,457,12-02-2015,Furniture,129.568,Concord,California,Sanjit Chand,FUR-CH-10000225,Chairs,US-2015-110674
458,458,26-09-2017,Furniture,747.558,Decatur,Illinois,Natalie Fritzler,FUR-CH-10002331,Chairs,US-2017-157945
460,460,15-12-2016,Office Supplies,103.92,Seattle,Washington,Joseph Holt,OFF-AP-10002472,Appliances,CA-2016-109638
463,463,22-04-2017,Furniture,23.56,Phoenix,Arizona,Tanja Norvell,FUR-FU-10000023,Furnishings,CA-2017-109869
468,468,17-01-2016,Furniture,254.744,Park Ridge,Illinois,Joni Sundaresam,FUR-FU-10002918,Furnishings,US-2016-101399
469,469,31-03-2018,Furniture,205.3328,Amarillo,Texas,David Smith,FUR-BO-10002824,Bookcases,CA-2018-154907
470,470,16-12-2017,Office Supplies,4.788,Chicago,Illinois,Craig Carreira,OFF-BI-10002194,Binders,US-2017-100419
471,471,20-12-2016,Office Supplies,55.48,Lindenhurst,New York,Maya Herman,OFF-PA-10004071,Paper,CA-2016-154144
